PARENT_3_CATEGORY,PARENT_4_CATEGORY,PARENT_5_CATEGORY,COUNT_LISTINGS
Laboratory Equipment and Facility Management Services,Clean Room Testing and Certification,,278
Laboratory Equipment and Facility Management Services,Cleaning Services,Bulk Carrier Hold Cleaning,103
Laboratory Equipment and Facility Management Services,Cleaning Services,Chemical Cleaning,489
Laboratory Equipment and Facility Management Services,Cleaning Services,Clean Room Cleaning Services,332
Laboratory Equipment and Facility Management Services,Cleaning Services,Cleaning Validation Services,1
Laboratory Equipment and Facility Management Services,Cleaning Services,Hydrogen Peroxide Fogging,35
Laboratory Equipment and Facility Management Services,Cleaning Services,Industrial Cleaning Services,185
Laboratory Equipment and Facility Management Services,Cleaning Services,Laboratory Glassware Washing,168
Laboratory Equipment and Facility Management Services,Cleaning Services,Sterilization Services,1933
Laboratory Equipment and Facility Management Services,Cleaning Services,Tank Cleaning,21
Laboratory Equipment and Facility Management Services,Cleaning Services,,11
Laboratory Equipment and Facility Management Services,Commercial Construction Services,Modular Clean Room Systems,237
Laboratory Equipment and Facility Management Services,Commercial Construction Services,,1
Laboratory Equipment and Facility Management Services,Equipment,Agilent Bioanalyzer,52
Laboratory Equipment and Facility Management Services,Equipment,Automated Assembly Systems,89
Laboratory Equipment and Facility Management Services,Equipment,Benchtop Reactors,283
Laboratory Equipment and Facility Management Services,Equipment,Custom Laboratory Frames and Supports,277
Laboratory Equipment and Facility Management Services,Equipment,Custom Processors,15
Laboratory Equipment and Facility Management Services,Equipment,Electrokinetic Microplate Bioassay Platform,44
Laboratory Equipment and Facility Management Services,Equipment,Equipment Design,1189
Laboratory Equipment and Facility Management Services,Equipment,Equipment Maintenance and Support,8179
Laboratory Equipment and Facility Management Services,Equipment,Ethylene Oxide Sterilizers,118
Laboratory Equipment and Facility Management Services,Equipment,Fluidigm Access Array,5
Laboratory Equipment and Facility Management Services,Equipment,Gas Permeability Equipment,855
Laboratory Equipment and Facility Management Services,Equipment,Hydraulic Equipment Rental,38
Laboratory Equipment and Facility Management Services,Equipment,Hyperbaric Pressure Chambers,190
Laboratory Equipment and Facility Management Services,Equipment,Industrial Tool Rental,14
Laboratory Equipment and Facility Management Services,Equipment,Lab Equipment Rental,18
Laboratory Equipment and Facility Management Services,Equipment,Laboratory Equipment Manufacturing,231
Laboratory Equipment and Facility Management Services,Equipment,Laboratory Glassware Manufacture and Repair,988
Laboratory Equipment and Facility Management Services,Equipment,Laparoscopic Instruments,172
Laboratory Equipment and Facility Management Services,Equipment,Microwave Reactors,6
Laboratory Equipment and Facility Management Services,Equipment,Mixing And Granulating Equipment,61
Laboratory Equipment and Facility Management Services,Equipment,Patient Monitoring Systems,277
Laboratory Equipment and Facility Management Services,Equipment,Personal Protective Equipment (PPE),471
Laboratory Equipment and Facility Management Services,Equipment,Sealing Components,547
Laboratory Equipment and Facility Management Services,Equipment,Spectrum Analysis,3
Laboratory Equipment and Facility Management Services,Equipment,Storage Tanks and Cylinders,384
Laboratory Equipment and Facility Management Services,Equipment,Tablet Press Control Systems,52
Laboratory Equipment and Facility Management Services,Equipment,Tablet Press Refurbishing,1
Laboratory Equipment and Facility Management Services,Equipment,Tablet Presses,22
Laboratory Equipment and Facility Management Services,Equipment,pH and Conductivity Meters,249
Laboratory Equipment and Facility Management Services,Equipment,,9701
Laboratory Equipment and Facility Management Services,Facility Environmental Monitoring/Industrial Hygiene,,425
Laboratory Equipment and Facility Management Services,Facility Management/Plant Operations,Facility Security Services,55
Laboratory Equipment and Facility Management Services,Facility Management/Plant Operations,,1
Laboratory Equipment and Facility Management Services,Industrial Design,,16
Laboratory Equipment and Facility Management Services,New Lab Equipment Purchase,,147
Laboratory Equipment and Facility Management Services,On-Site Gas Generation,,48
Laboratory Equipment and Facility Management Services,Specialized Laboratory Services,Clean Room Validation,7
Laboratory Equipment and Facility Management Services,Specialized Laboratory Services,Dark Room Facilities,11
Laboratory Equipment and Facility Management Services,Specialized Laboratory Services,Remote Tank Monitoring Systems,4
Laboratory Equipment and Facility Management Services,Specialized Laboratory Services,Virtual Lab Manager,1
Laboratory Equipment and Facility Management Services,Specialized Laboratory Services,Vivarium Service,16
Laboratory Equipment and Facility Management Services,Specialized Laboratory Services,,164
Laboratory Equipment and Facility Management Services,,,680
Manufacturing Services,Adhesive Tape Manufacturing,,2143
Manufacturing Services,Aerosol Filling,,5
Manufacturing Services,Aerosol Manufacturing,,137
Manufacturing Services,Ampoule Filling,,17
Manufacturing Services,Antibody-Drug Conjugate (ADC) Manufacturing,,226
Manufacturing Services,Antibody-Drug Conjugate (ADC) Process Development,,10
Manufacturing Services,Assay Kit and Component Manufacturing,,1666
Manufacturing Services,Biochemical Reagent Manufacturing,,13
Manufacturing Services,Biomedical Equipment Manufacturing,,84
Manufacturing Services,Biopharmaceutical Manufacturing,,60
Manufacturing Services,Blending,,8
Manufacturing Services,Capsule Filling,,31
Manufacturing Services,Cartridge Filling,,164
Manufacturing Services,"Chemistry, Manufacturing and Controls (CMC)",,62
Manufacturing Services,Clinical Trials Supply Manufacturing,,5
Manufacturing Services,Controlled Substance Manufacturing,,26
Manufacturing Services,Custom Manufacturing,,63
Manufacturing Services,Custom Sample Collection Tube Manufacturing,,528
Manufacturing Services,Custom Toll Blending,,1
Manufacturing Services,Customized Systems for Manufacturing of Autologous Cell Therapies,,23
Manufacturing Services,Dietary Supplement Manufacturing,,10
Manufacturing Services,Disposable Medical Device Manufacturing,,281
Manufacturing Services,Dye Manufacturing,,191
Manufacturing Services,Fill/Finish Processing,,7
Manufacturing Services,Granulation/Compaction/Agglomeration,,1
Manufacturing Services,Integrated Manufacturing,,2
Manufacturing Services,Liquid Blending,,121
Manufacturing Services,Liquid Filling,,47
Manufacturing Services,Manufacturing Consulting,,1
Manufacturing Services,Manufacturing Equipment And Supplies,,138
Manufacturing Services,Manufacturing Intelligence,,3
Manufacturing Services,Manufacturing Validation,,197
Manufacturing Services,Medical Device Manufacturing,,196
Manufacturing Services,Microbial Process Development,,2
Manufacturing Services,Non-Pareil Pellet Production,,41
Manufacturing Services,Non-Sterile Manufacturing,,143
Manufacturing Services,Nutraceutical Manufacturing,,129
Manufacturing Services,Oral Care Product Manufacturing,,71
Manufacturing Services,Peptide Manufacturing,,55
Manufacturing Services,Pharmaceutical Manufacturing,,113
Manufacturing Services,Pilot-Scale Filling,,23
Manufacturing Services,Powder Manufacturing,,290
Manufacturing Services,Pre-Filled Syringe Manufacturing,,750
Manufacturing Services,Protein Manufacturing,,112
Manufacturing Services,Pulp and Paper Production,,21
Manufacturing Services,Real-Time Cargo Monitoring,,4
Manufacturing Services,Semisolid Manufacturing,,17
Manufacturing Services,Solution and Suspension Manufacturing,,202
Manufacturing Services,Stainless Steel Manufacturing,,2479
Manufacturing Services,Sterile Manufacturing,,1228
Manufacturing Services,Tablet Compression Tooling,,8
Manufacturing Services,Tablet Manufacturing,,49
Manufacturing Services,Toll Manufacturing,,16
Manufacturing Services,Tooling,,113
Manufacturing Services,Topical Manufacturing,,87
Manufacturing Services,Vaccum Drying,,32
Manufacturing Services,Vial Filling,,277
Manufacturing Services,,,25
Medical Devices & Diagnostics,Medical Device Components,Dental Components,645
Medical Devices & Diagnostics,Medical Device Components,Implantable Medical Textiles,3098
Medical Devices & Diagnostics,Medical Device Components,Intravenous Access Devices,6
Medical Devices & Diagnostics,Medical Device Components,Medical Tape and Adhesive Manufacturing,2112
Medical Devices & Diagnostics,Medical Device Components,Medical Tubing Manufacturing,3803
Medical Devices & Diagnostics,Medical Device Components,Syringes and Needles,514
Medical Devices & Diagnostics,Medical Device Components,,1094
Medical Devices & Diagnostics,Medical Device Development,Biosensor Development,87
Medical Devices & Diagnostics,Medical Device Development,Companion Diagnostic Development,2
Medical Devices & Diagnostics,Medical Device Development,Dialysis Systems,145
Medical Devices & Diagnostics,Medical Device Development,In vitro Diagnostic Development,822
Medical Devices & Diagnostics,Medical Device Development,In vitro Diagnostic/Companion Diagnostic Manufacturing,15
Medical Devices & Diagnostics,Medical Device Development,Lab-on-Chip Devices,42
Medical Devices & Diagnostics,Medical Device Development,Mechanical Circulatory Support Devices,457
Medical Devices & Diagnostics,Medical Device Development,Medical Cables and Wires,554
Medical Devices & Diagnostics,Medical Device Development,Nitrous Oxide Sedation Systems,15
Medical Devices & Diagnostics,Medical Device Development,Optical Medical Device Design,131
Medical Devices & Diagnostics,Medical Device Development,Wearable Technology Development,17
Medical Devices & Diagnostics,Medical Device Development,,1
Medical Devices & Diagnostics,Medical Device Development Consulting,Non-Clinical Molecular Diagnostic Kit Development,5
Medical Devices & Diagnostics,Medical Device Testing,Biocompatibility Testing,2
Medical Devices & Diagnostics,Medical Device Testing,Catheter and Percutaneous Device Testing,1011
Medical Devices & Diagnostics,Medical Device Testing,In vitro Diagnostic/Companion Diagnostic Testing,6
Medical Devices & Diagnostics,Medical Device Testing,Medical Device Cytotoxicity Testing,23
Medical Devices & Diagnostics,Medical Device Testing,Medical Device Mechanical Testing,92
Medical Devices & Diagnostics,Medical Device Testing,,145
Medical Devices & Diagnostics,,,116
Non-catalog,,,3
"Product Development, Testing, and Packaging",Packaging Services,Active Packaging,193
"Product Development, Testing, and Packaging",Packaging Services,Anti-Counterfeiting Packaging,189
"Product Development, Testing, and Packaging",Packaging Services,Aseptic Processing,2
"Product Development, Testing, and Packaging",Packaging Services,Blister Packaging,458
"Product Development, Testing, and Packaging",Packaging Services,Box Packaging,131
"Product Development, Testing, and Packaging",Packaging Services,Clinical Trial Packaging,3420
"Product Development, Testing, and Packaging",Packaging Services,Contract Packaging,23
"Product Development, Testing, and Packaging",Packaging Services,Convenience Packaging,194
"Product Development, Testing, and Packaging",Packaging Services,Cream and Ointment Packaging,1337
"Product Development, Testing, and Packaging",Packaging Services,Device Packaging,110
"Product Development, Testing, and Packaging",Packaging Services,Display Packaging,41
"Product Development, Testing, and Packaging",Packaging Services,Flexible Film Packaging,266
"Product Development, Testing, and Packaging",Packaging Services,Food Packaging,101
"Product Development, Testing, and Packaging",Packaging Services,Gas Permeability Testing,1
"Product Development, Testing, and Packaging",Packaging Services,Glass Delamination Testing,52
"Product Development, Testing, and Packaging",Packaging Services,High Speed Packaging,74
"Product Development, Testing, and Packaging",Packaging Services,Injectable Packaging,143
"Product Development, Testing, and Packaging",Packaging Services,Jar and Tube Packaging,282
"Product Development, Testing, and Packaging",Packaging Services,Kosher Packaging,75
"Product Development, Testing, and Packaging",Packaging Services,Liquid Packaging,2297
"Product Development, Testing, and Packaging",Packaging Services,Package Capping/Closure Services,3
"Product Development, Testing, and Packaging",Packaging Services,Package and Container Testing,2
"Product Development, Testing, and Packaging",Packaging Services,Packaging Certification,863
"Product Development, Testing, and Packaging",Packaging Services,Packaging Compliance,57
"Product Development, Testing, and Packaging",Packaging Services,Packaging Development,40
"Product Development, Testing, and Packaging",Packaging Services,Packaging Equipment,1346
"Product Development, Testing, and Packaging",Packaging Services,Packaging Materials,658
"Product Development, Testing, and Packaging",Packaging Services,Parenteral Packaging,41
"Product Development, Testing, and Packaging",Packaging Services,Pharmaceutical Packaging,1473
"Product Development, Testing, and Packaging",Packaging Services,Pouch Packaging,715
"Product Development, Testing, and Packaging",Packaging Services,Pouch and Sachet Packaging,683
"Product Development, Testing, and Packaging",Packaging Services,Powder Packaging,984
"Product Development, Testing, and Packaging",Packaging Services,Product Insert Packaging,312
"Product Development, Testing, and Packaging",Packaging Services,Release Liners,1041
"Product Development, Testing, and Packaging",Packaging Services,Sample Packaging,471
"Product Development, Testing, and Packaging",Packaging Services,Seal Integrity Testing,189
"Product Development, Testing, and Packaging",Packaging Services,Secondary Packaging,34
"Product Development, Testing, and Packaging",Packaging Services,Shrink Wrap Packaging,89
"Product Development, Testing, and Packaging",Packaging Services,Single Face Lamination,54
"Product Development, Testing, and Packaging",Packaging Services,Solid Dosage Packaging,10590
"Product Development, Testing, and Packaging",Packaging Services,Sterile Packaging,2566
"Product Development, Testing, and Packaging",Packaging Services,Stick Packaging,94
"Product Development, Testing, and Packaging",Packaging Services,Sustainable Packaging,60
"Product Development, Testing, and Packaging",Packaging Services,,91
"Product Development, Testing, and Packaging",Product Development Consulting,Consumer Behavior Research,21
"Product Development, Testing, and Packaging",Product Development Consulting,User Research,4
"Product Development, Testing, and Packaging",Product Labeling Services,Adhesive Label Testing,572
"Product Development, Testing, and Packaging",Product Labeling Services,Barcoding,38
"Product Development, Testing, and Packaging",Product Labeling Services,Instructions For Use (IFU) Printing,14
"Product Development, Testing, and Packaging",Product Labeling Services,Label Design,65
"Product Development, Testing, and Packaging",Product Labeling Services,Label Printing,1040
"Product Development, Testing, and Packaging",Product Labeling Services,Laboratory Labeling,389
"Product Development, Testing, and Packaging",Product Labeling Services,Patient Information Leaflet (PIL) Printing,1
"Product Development, Testing, and Packaging",Product Labeling Services,Pharmaceutical Labeling,317
"Product Development, Testing, and Packaging",Product Labeling Services,RFID Labeling,16
"Product Development, Testing, and Packaging",Product Labeling Services,RFID Tracking,6
"Product Development, Testing, and Packaging",Product Quality Control,Bioproduct Safety Testing,72
"Product Development, Testing, and Packaging",Product Quality Control,Dye And Pry Test,45
"Product Development, Testing, and Packaging",Product Quality Control,Leak Testing,40
"Product Development, Testing, and Packaging",Product Quality Control,Microbiology Quality Control,42
"Product Development, Testing, and Packaging",Product Quality Control,Product Life Cycle Assessment,2
"Product Development, Testing, and Packaging",Product Quality Control,Quality Assurance,34
"Product Development, Testing, and Packaging",Product Quality Control,Quality Sorting,1
"Product Development, Testing, and Packaging",Product Quality Control,Sterility Testing,114
"Product Development, Testing, and Packaging",Product Quality Control,,35
"Product Development, Testing, and Packaging",Product Testing Services,Accelerated Aging,3
"Product Development, Testing, and Packaging",Product Testing Services,Aerosol Testing,115
"Product Development, Testing, and Packaging",Product Testing Services,BPA Testing,13
"Product Development, Testing, and Packaging",Product Testing Services,Bioburden Testing,46
"Product Development, Testing, and Packaging",Product Testing Services,Biofilm Testing,38
"Product Development, Testing, and Packaging",Product Testing Services,Burn-In Testing,10
"Product Development, Testing, and Packaging",Product Testing Services,Consumer Product Safety Testing,16
"Product Development, Testing, and Packaging",Product Testing Services,Cosmetic and Personal Care Product Testing,46
"Product Development, Testing, and Packaging",Product Testing Services,Dietary Supplement Analysis,68
"Product Development, Testing, and Packaging",Product Testing Services,Extractable and Leachable Testing,4
"Product Development, Testing, and Packaging",Product Testing Services,Filler Content Analysis,5
"Product Development, Testing, and Packaging",Product Testing Services,Hazardous Material Testing,623
"Product Development, Testing, and Packaging",Product Testing Services,Humidity Testing,107
"Product Development, Testing, and Packaging",Product Testing Services,Inhalation Product Testing,211
"Product Development, Testing, and Packaging",Product Testing Services,Mechanical Shock and Vibration Testing,80
"Product Development, Testing, and Packaging",Product Testing Services,Melamine Testing,113
"Product Development, Testing, and Packaging",Product Testing Services,Microbial Limit Testing,150
"Product Development, Testing, and Packaging",Product Testing Services,Microbiology Testing,125
"Product Development, Testing, and Packaging",Product Testing Services,Nutraceutical & Herbal Product Testing Services,10
"Product Development, Testing, and Packaging",Product Testing Services,Particulate Analysis,56
"Product Development, Testing, and Packaging",Product Testing Services,Pharmaceutical Product Testing,184
"Product Development, Testing, and Packaging",Product Testing Services,Photostability Studies,15
"Product Development, Testing, and Packaging",Product Testing Services,Product Ingredient Evaluation,704
"Product Development, Testing, and Packaging",Product Testing Services,Product Ingredient Screening,877
"Product Development, Testing, and Packaging",Product Testing Services,Product Stability Testing,13
"Product Development, Testing, and Packaging",Product Testing Services,Sediment-Water Toxicity Test,28
"Product Development, Testing, and Packaging",Product Testing Services,Shelf Life Testing,1404
"Product Development, Testing, and Packaging",Product Testing Services,Skin Hydration Measurement,57
"Product Development, Testing, and Packaging",Product Testing Services,Skin Oiliness Measurement,8
"Product Development, Testing, and Packaging",Product Testing Services,Thermal Shock Testing,6
"Product Development, Testing, and Packaging",Product Testing Services,USP Testing,4
"Product Development, Testing, and Packaging",Product Testing Services,USP Water Testing,129
"Product Development, Testing, and Packaging",Product Testing Services,,3
"Product Development, Testing, and Packaging",,,3
Regulatory Affairs Services,Agricultural Regulatory Affairs,Agrochemical/Biocidal Product Registration Support,11
Regulatory Affairs Services,Agricultural Regulatory Affairs,Non-GMO Certification,1
Regulatory Affairs Services,Agricultural Regulatory Affairs,Organic Certification Service,15
Regulatory Affairs Services,Agricultural Regulatory Affairs,Pesticide Residue Free Certification,313
Regulatory Affairs Services,Agricultural Regulatory Affairs,,17
Regulatory Affairs Services,Auditing and Compliance Support,CLIA Compliance Auditing,5
Regulatory Affairs Services,Auditing and Compliance Support,CMC Regulatory Compliance Support,39
Regulatory Affairs Services,Auditing and Compliance Support,FDA Compliance Remediation,7
Regulatory Affairs Services,Auditing and Compliance Support,FDA Import Detention Clearance,4
Regulatory Affairs Services,Auditing and Compliance Support,GHS Compliance Services,16
Regulatory Affairs Services,Auditing and Compliance Support,GLP Study Monitoring,37
Regulatory Affairs Services,Auditing and Compliance Support,GMP Auditing,1
Regulatory Affairs Services,Auditing and Compliance Support,REMS Support,4
Regulatory Affairs Services,Auditing and Compliance Support,Regulatory Compliance Software,3
Regulatory Affairs Services,Auditing and Compliance Support,Restriction of Hazardous Substance (RoHS) Compliance Support,125
Regulatory Affairs Services,Auditing and Compliance Support,,1
Regulatory Affairs Services,Regulatory Affairs Consulting,Cosmetic and Personal Care Product Regulatory Support,16
Regulatory Affairs Services,Regulatory Affairs Consulting,,1
Regulatory Affairs Services,Regulatory Document Preparation and Submission,Drug Master File (DMF) Submission and Maintenance,2
Regulatory Affairs Services,Regulatory Document Preparation and Submission,E-Pedigree Documentation,1
Regulatory Affairs Services,Regulatory Document Preparation and Submission,eCTD Services,43
Regulatory Affairs Services,Regulatory Document Preparation and Submission,,1
Regulatory Affairs Services,"Regulatory Review, Certification and Product Registration",CLIA Certification,47
Regulatory Affairs Services,"Regulatory Review, Certification and Product Registration",Chemical and Biological Registration Software,14
Regulatory Affairs Services,"Regulatory Review, Certification and Product Registration",GMP Certification,38
Regulatory Affairs Services,"Regulatory Review, Certification and Product Registration",IACUC Review,7
Regulatory Affairs Services,"Regulatory Review, Certification and Product Registration",IND/NDA/BLA Submission,1
Regulatory Affairs Services,"Regulatory Review, Certification and Product Registration",IRB Review,4
Regulatory Affairs Services,"Regulatory Review, Certification and Product Registration",Pharmaceutical Due Diligence,3
Regulatory Affairs Services,"Regulatory Review, Certification and Product Registration",Premarket Approval Application,6
Regulatory Affairs Services,"Regulatory Review, Certification and Product Registration",REACH/TSCA Registration Support,1
Regulatory Affairs Services,"Regulatory Review, Certification and Product Registration",Rx-to-OTC Switch Support,7
Regulatory Affairs Services,"Regulatory Review, Certification and Product Registration",Substance Information Exchange Forum (SIEF) Management,11
Regulatory Affairs Services,"Regulatory Review, Certification and Product Registration",,22
Regulatory Affairs Services,,,4
Stem Cell Differentiation Services,,,56
Veterinary Research & Diagnostics,Veterinary Laboratory Services,Advanced Avian Chemistry Panel,5
Veterinary Research & Diagnostics,Veterinary Laboratory Services,Advanced Mammal Chemistry Panel,89
Veterinary Research & Diagnostics,Veterinary Laboratory Services,Animal Activated Partial Thromboplastin Time Test,3
Veterinary Research & Diagnostics,Veterinary Laboratory Services,Animal Antiplasmin Activity,25
Veterinary Research & Diagnostics,Veterinary Laboratory Services,Animal Antithrombin Assay,201
Veterinary Research & Diagnostics,Veterinary Laboratory Services,Animal Bethesda Unit Assay,112
Veterinary Research & Diagnostics,Veterinary Laboratory Services,Animal Blood Chemistry,45
Veterinary Research & Diagnostics,Veterinary Laboratory Services,Animal Blood Collection,10
Veterinary Research & Diagnostics,Veterinary Laboratory Services,Animal Blood Gas Analysis,8
Veterinary Research & Diagnostics,Veterinary Laboratory Services,Animal Blood Typing,11
Veterinary Research & Diagnostics,Veterinary Laboratory Services,Animal Cardiac Test Panel,12
Veterinary Research & Diagnostics,Veterinary Laboratory Services,Animal Complete Blood Count,2
Veterinary Research & Diagnostics,Veterinary Laboratory Services,Animal Electrolyte Analysis,54
Veterinary Research & Diagnostics,Veterinary Laboratory Services,Animal Fibrin Degradation Product Assay,13
Veterinary Research & Diagnostics,Veterinary Laboratory Services,Animal Fibrinogen Assay,34
Veterinary Research & Diagnostics,Veterinary Laboratory Services,Animal Hemophilia B Mutation Testing,8
Veterinary Research & Diagnostics,Veterinary Laboratory Services,Animal Hemostasis Panel,8
Veterinary Research & Diagnostics,Veterinary Laboratory Services,Animal Heparin Assay,90
Veterinary Research & Diagnostics,Veterinary Laboratory Services,Animal Immunology Assays,5619
Veterinary Research & Diagnostics,Veterinary Laboratory Services,Animal Lactate Test,3
Veterinary Research & Diagnostics,Veterinary Laboratory Services,Animal PFA100 Closure Time,1
Veterinary Research & Diagnostics,Veterinary Laboratory Services,Animal Plasma Extravasation Assay,1
Veterinary Research & Diagnostics,Veterinary Laboratory Services,Animal Plasminogen Assay,81
Veterinary Research & Diagnostics,Veterinary Laboratory Services,Animal Platelet Aggregation Assay,9
Veterinary Research & Diagnostics,Veterinary Laboratory Services,Animal Platelet Function Assay,108
Veterinary Research & Diagnostics,Veterinary Laboratory Services,Animal Protein C Assay,362
Veterinary Research & Diagnostics,Veterinary Laboratory Services,Animal Prothrombin Consumption Index,142
Veterinary Research & Diagnostics,Veterinary Laboratory Services,Animal Prothrombin Time Test,5
Veterinary Research & Diagnostics,Veterinary Laboratory Services,Animal Ristocetin Cofactor Activity,6
Veterinary Research & Diagnostics,Veterinary Laboratory Services,Animal Serum Biochemistry,211
Veterinary Research & Diagnostics,Veterinary Laboratory Services,Animal Thrombin Clotting Time,10
Veterinary Research & Diagnostics,Veterinary Laboratory Services,Animal Vitamin K Deficiency Coagulation Panel,4
Veterinary Research & Diagnostics,Veterinary Laboratory Services,Animal Von Willebrand Factor Assay,72
Veterinary Research & Diagnostics,Veterinary Laboratory Services,Basic Mammalian Chemistry Panel,204
Veterinary Research & Diagnostics,Veterinary Laboratory Services,Feline Blood Typing,4
Veterinary Research & Diagnostics,Veterinary Laboratory Services,Large Animal Coagulation Panel,5
Veterinary Research & Diagnostics,Veterinary Laboratory Services,Large Animal and Exotics DIC Panel,29
Veterinary Research & Diagnostics,Veterinary Laboratory Services,Small Animal Coagulation Panel,19
Veterinary Research & Diagnostics,Veterinary Laboratory Services,Small Animal DIC Panel,33
Veterinary Research & Diagnostics,Veterinary Laboratory Services,Small Animal Hemophilia Panel,8
Veterinary Research & Diagnostics,Veterinary Laboratory Services,Veterinary Microbiology & Parasitology,13
Veterinary Research & Diagnostics,Veterinary Laboratory Services,Veterinary Molecular Diagnostics,57
Veterinary Research & Diagnostics,Veterinary Laboratory Services,Vitamin Measurement in Animal Samples,16
Veterinary Research & Diagnostics,Veterinary Laboratory Services,,5
Veterinary Research & Diagnostics,Veterinary Research,Target Animal Studies,22
Veterinary Research & Diagnostics,Veterinary Research,Veterinary Diagnostic Kit Development,6844
Veterinary Research & Diagnostics,Veterinary Research,Veterinary Drug Discovery,63
Veterinary Research & Diagnostics,,,6
